temporada_alta,dif_min,atraso_15,periodo_dia
ALTO,32.0,1,TARDE
ALTO,39.0,1,TARDE
ALTO,48.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,28.0,1,TARDE
ALTO,11.0,0,TARDE
ALTO,33.0,1,TARDE
ALTO,69.0,1,TARDE
ALTO,20.0,1,TARDE
ALTO,3.0,0,TARDE
ALTO,22.0,1,TARDE
ALTO,21.0,1,TARDE
ALTO,22.0,1,TARDE
ALTO,27.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,20.0,1,NOCHE
ALTO,17.0,1,NOCHE
ALTO,19.0,1,NOCHE
ALTO,47.0,1,NOCHE
ALTO,5.0,0,NOCHE
ALTO,63.0,1,NOCHE
ALTO,55.0,1,NOCHE
ALTO,53.0,1,NOCHE
ALTO,105.0,1,NOCHE
ALTO,20.0,1,NOCHE
ALTO,72.0,1,NOCHE
ALTO,26.0,1,NOCHE
ALTO,99.0,1,NOCHE
ALTO,52.0,1,NOCHE
ALTO,33.0,1,NOCHE
ALTO,147.0,1,NOCHE
ALTO,18.0,1,NOCHE
ALTO,25.0,1,NOCHE
ALTO,5.0,0,NOCHE
ALTO,21.0,1,NOCHE
ALTO,13.0,0,NOCHE
ALTO,21.0,1,NOCHE
ALTO,11.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,-4.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,-10.0,0,TARDE
ALTO,16.0,1,TARDE
ALTO,-1.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,1.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,33.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,-7.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,-5.0,0,TARDE
ALTO,-11.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-12.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,138.0,1,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-13.0,0,NOCHE
ALTO,-11.0,0,NOCHE
ALTO,-11.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-10.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,31.0,1,MAÑANA
ALTO,18.0,1,MAÑANA
ALTO,-13.0,0,MAÑANA
ALTO,-6.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,20.0,1,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,88.0,1,MAÑANA
ALTO,17.0,1,MAÑANA
ALTO,27.0,1,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,33.0,1,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,10.0,0,MAÑANA
ALTO,-5.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-12.0,0,MAÑANA
ALTO,-5.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,-10.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,35.0,1,MAÑANA
ALTO,-11.0,0,MAÑANA
ALTO,-11.0,0,MAÑANA
ALTO,-10.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,14.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,-11.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,18.0,1,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-11.0,0,MAÑANA
ALTO,17.0,1,MAÑANA
ALTO,15.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,-4.0,0,MAÑANA
ALTO,30.0,1,MAÑANA
ALTO,-13.0,0,MAÑANA
ALTO,-4.0,0,MAÑANA
ALTO,-5.0,0,MAÑANA
ALTO,-6.0,0,MAÑANA
ALTO,-7.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,25.0,1,TARDE
ALTO,4.0,0,TARDE
ALTO,-10.0,0,TARDE
ALTO,11.0,0,TARDE
ALTO,-14.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,42.0,1,TARDE
ALTO,9.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,-9.0,0,TARDE
ALTO,-8.0,0,TARDE
ALTO,-7.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,-5.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-9.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,-12.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,-6.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,28.0,1,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,37.0,1,NOCHE
ALTO,4.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,-11.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,27.0,1,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,15.0,0,MAÑANA
ALTO,1.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,22.0,1,NOCHE
ALTO,26.0,1,NOCHE
ALTO,4.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,87.0,1,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,27.0,1,NOCHE
ALTO,8.0,0,NOCHE
ALTO,10.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,15.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,21.0,1,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-13.0,0,NOCHE
ALTO,21.0,1,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-6.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,16.0,1,MAÑANA
ALTO,65.0,1,TARDE
ALTO,27.0,1,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,40.0,1,MAÑANA
ALTO,11.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,16.0,1,MAÑANA
ALTO,13.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,13.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,28.0,1,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,5.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,-9.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,38.0,1,TARDE
ALTO,6.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,19.0,1,TARDE
ALTO,15.0,0,TARDE
ALTO,27.0,1,TARDE
ALTO,59.0,1,TARDE
ALTO,14.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,19.0,1,TARDE
ALTO,5.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,19.0,1,TARDE
ALTO,10.0,0,TARDE
ALTO,37.0,1,TARDE
ALTO,23.0,1,TARDE
ALTO,11.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,30.0,1,TARDE
ALTO,22.0,1,TARDE
ALTO,37.0,1,TARDE
ALTO,12.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,21.0,1,TARDE
ALTO,-2.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,8.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,5.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,12.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-13.0,0,NOCHE
ALTO,-12.0,0,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,-13.0,0,NOCHE
ALTO,-13.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-12.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,32.0,1,MAÑANA
ALTO,37.0,1,TARDE
ALTO,10.0,0,TARDE
ALTO,-5.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,32.0,1,TARDE
ALTO,10.0,0,TARDE
ALTO,26.0,1,TARDE
ALTO,13.0,0,TARDE
ALTO,11.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,10.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,46.0,1,TARDE
ALTO,3.0,0,TARDE
ALTO,51.0,1,TARDE
ALTO,0.0,0,TARDE
ALTO,94.0,1,TARDE
ALTO,68.0,1,TARDE
ALTO,23.0,1,TARDE
ALTO,4.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,-5.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,5.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-3.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-5.0,0,MAÑANA
ALTO,-9.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,-10.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,-6.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,-6.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,-4.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,-5.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,-11.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,-3.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-12.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,24.0,1,TARDE
ALTO,1.0,0,TARDE
ALTO,-10.0,0,TARDE
ALTO,-9.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,14.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,-10.0,0,TARDE
ALTO,19.0,1,TARDE
ALTO,-2.0,0,TARDE
ALTO,-8.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,-9.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,-6.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,32.0,1,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,-11.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,-13.0,0,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,-12.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,8.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,15.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,57.0,1,MAÑANA
ALTO,8.0,0,MAÑANA
ALTO,26.0,1,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,-5.0,0,MAÑANA
ALTO,-2.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,9.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,2.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,-10.0,0,MAÑANA
ALTO,-1.0,0,MAÑANA
ALTO,6.0,0,MAÑANA
ALTO,1.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,7.0,0,MAÑANA
ALTO,-2.0,0,NOCHE
ALTO,3.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,16.0,1,NOCHE
ALTO,4.0,0,NOCHE
ALTO,4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,16.0,1,NOCHE
ALTO,4.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-7.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,-12.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,7.0,0,NOCHE
ALTO,58.0,1,NOCHE
ALTO,24.0,1,NOCHE
ALTO,6.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-14.0,0,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,8.0,0,NOCHE
ALTO,5.0,0,NOCHE
ALTO,15.0,0,MAÑANA
ALTO,-4.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,40.0,1,MAÑANA
ALTO,-6.0,0,NOCHE
ALTO,-5.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-9.0,0,NOCHE
ALTO,16.0,1,NOCHE
ALTO,3.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,18.0,1,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,2.0,0,NOCHE
ALTO,50.0,1,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,72.0,1,NOCHE
ALTO,20.0,1,NOCHE
ALTO,5.0,0,NOCHE
ALTO,13.0,0,MAÑANA
ALTO,-10.0,0,MAÑANA
ALTO,-6.0,0,MAÑANA
ALTO,3.0,0,MAÑANA
ALTO,-9.0,0,MAÑANA
ALTO,18.0,1,MAÑANA
ALTO,-9.0,0,MAÑANA
ALTO,-10.0,0,MAÑANA
ALTO,-13.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,-5.0,0,MAÑANA
ALTO,-3.0,0,MAÑANA
ALTO,-13.0,0,MAÑANA
ALTO,30.0,1,MAÑANA
ALTO,-10.0,0,MAÑANA
ALTO,0.0,0,MAÑANA
ALTO,4.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,-6.0,0,MAÑANA
ALTO,-9.0,0,MAÑANA
ALTO,-8.0,0,MAÑANA
ALTO,-14.0,0,MAÑANA
ALTO,-7.0,0,MAÑANA
ALTO,-11.0,0,MAÑANA
ALTO,6.0,0,TARDE
ALTO,40.0,1,TARDE
ALTO,29.0,1,TARDE
ALTO,15.0,0,TARDE
ALTO,51.0,1,TARDE
ALTO,34.0,1,TARDE
ALTO,28.0,1,TARDE
ALTO,32.0,1,TARDE
ALTO,41.0,1,TARDE
ALTO,138.0,1,TARDE
ALTO,38.0,1,TARDE
ALTO,27.0,1,TARDE
ALTO,33.0,1,TARDE
ALTO,57.0,1,TARDE
ALTO,7.0,0,TARDE
ALTO,10.0,0,TARDE
ALTO,37.0,1,TARDE
ALTO,38.0,1,TARDE
ALTO,34.0,1,TARDE
ALTO,25.0,1,TARDE
ALTO,15.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,42.0,1,TARDE
ALTO,7.0,0,TARDE
ALTO,13.0,0,TARDE
ALTO,8.0,0,TARDE
ALTO,-5.0,0,TARDE
ALTO,47.0,1,TARDE
ALTO,33.0,1,TARDE
ALTO,-9.0,0,NOCHE
ALTO,13.0,0,NOCHE
ALTO,47.0,1,NOCHE
ALTO,17.0,1,NOCHE
ALTO,-10.0,0,NOCHE
ALTO,54.0,1,NOCHE
ALTO,2.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,-3.0,0,NOCHE
ALTO,9.0,0,NOCHE
ALTO,14.0,0,NOCHE
ALTO,6.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-2.0,0,NOCHE
ALTO,0.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-8.0,0,NOCHE
ALTO,-6.0,0,NOCHE
ALTO,1.0,0,NOCHE
ALTO,-4.0,0,NOCHE
ALTO,-2.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,7.0,0,TARDE
ALTO,-11.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,0.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,19.0,1,TARDE
ALTO,39.0,1,TARDE
ALTO,3.0,0,TARDE
ALTO,12.0,0,TARDE
ALTO,17.0,1,TARDE
ALTO,65.0,1,TARDE
ALTO,4.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,9.0,0,TARDE
ALTO,6.0,0,TARDE
ALTO,27.0,1,TARDE
ALTO,2.0,0,TARDE
ALTO,3.0,0,TARDE
ALTO,-7.0,0,TARDE
ALTO,-3.0,0,TARDE
ALTO,4.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,-1.0,0,TARDE
ALTO,-13.0,0,TARDE
ALTO,-4.0,0,TARDE
ALTO,1.0,0,TARDE
ALTO,-2.0,0,TARDE
ALTO,-6.0,0,TARDE
ALTO,23.0,1,TARDE
ALTO,-4.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,15.0,0,TARDE
ALTO,2.0,0,TARDE
ALTO,29.0,1,TARDE
ALTO,3.0,0,TARDE
